contract_id,contract_date,contract_status,area_name,property_type,rooms,size_sqft,annual_rent_aed,contract_duration_months,tenant_type
RN5019223,2025-01-28,New,Jumeirah Lake Towers,Townhouse,3.0,2639.2,276140.0,12,Company
RN5019224,2025-01-28,New,Dubai Marina,Apartment,3.0,1491.8,185974.0,12,Individual
RN5019225,2025-01-28,New,Al Barsha,Apartment,4.0,1339.4,108047.0,12,Individual
RN5019226,2025-01-28,New,Al Barsha,Apartment,1.0,1684.8,135045.0,12,Company
RN5019227,2025-01-28,Renewal,Downtown Dubai,Apartment,1.0,1226.7,131582.0,12,Individual
RN5019228,2025-01-28,New,DIFC,Office,,4001.4,685615.0,12,Company
RN5019229,2025-01-28,New,Deira,Apartment,2.0,1547.1,95324.0,12,Individual
RN5019230,2025-01-28,Renewal,Arabian Ranches,Apartment,3.0,459.4,38170.0,12,Company
RN5019231,2025-01-28,New,Dubai Sports City,Office,,4355.1,316998.0,12,Individual
RN5019232,2025-01-28,New,Dubai Marina,Apartment,3.0,2060.5,277413.0,12,Individual
RN5019233,2025-01-28,Renewal,Jumeirah Lake Towers,Villa,0.0,5116.2,500463.0,12,Individual
RN5019234,2025-01-28,Renewal,Mirdif,Apartment,2.0,671.6,46314.0,12,Company
RN5019235,2025-01-28,New,Jumeirah Lake Towers,Apartment,0.0,1879.7,198536.0,12,Individual
RN5019236,2025-01-28,Renewal,Dubai Marina,Apartment,2.0,2187.9,296584.0,24,Individual
RN5019237,2025-01-28,New,Al Barsha,Villa,1.0,5608.4,483172.0,12,Individual
RN5019238,2025-01-28,New,Jumeirah Lake Towers,Apartment,2.0,1866.7,164841.0,12,Individual
RN5019239,2025-01-28,Renewal,Business Bay,Apartment,1.0,1606.7,178333.0,12,Individual
RN5019240,2025-01-28,Renewal,Deira,Apartment,0.0,1139.8,56055.0,12,Individual
RN5019241,2025-01-28,New,Deira,Apartment,3.0,2028.7,116476.0,12,Individual
RN5019242,2025-01-28,New,Downtown Dubai,Apartment,1.0,1614.0,223130.0,12,Individual
RN5019243,2025-01-28,New,Jumeirah Lake Towers,Apartment,2.0,1429.8,163186.0,12,Individual
RN5019244,2025-01-28,Renewal,Dubai Silicon Oasis,Apartment,0.0,660.5,46609.0,12,Company
RN5019245,2025-01-28,Renewal,Palm Jumeirah,Office,,3846.6,642911.0,12,Company
RN5019246,2025-01-28,New,Arabian Ranches,Apartment,2.0,1641.7,161740.0,12,Individual
RN5019247,2025-01-28,Renewal,Dubai Sports City,Apartment,1.0,2180.1,164518.0,36,Individual
RN5019248,2025-01-28,Renewal,Downtown Dubai,Apartment,4.0,1150.5,168444.0,12,Individual
RN5019249,2025-01-28,Renewal,Jumeirah Village Circle,Office,,1142.9,71449.0,12,Individual
RN5019250,2025-01-28,New,Al Furjan,Townhouse,0.0,4131.1,311428.0,12,Individual
RN5019251,2025-01-28,Renewal,Al Barsha,Office,,1066.4,84703.0,12,Individual
RN5019252,2025-01-28,New,Al Barsha,Villa,2.0,4494.1,411083.0,12,Individual
RN5019253,2025-01-28,New,Dubai Marina,Apartment,3.0,794.3,78741.0,12,Company
RN5019254,2025-01-28,New,Dubai Marina,Office,,881.5,102871.0,12,Individual
RN5019255,2025-01-28,Renewal,Dubai Marina,Apartment,1.0,1163.1,141870.0,12,Individual
RN5019256,2025-01-28,Renewal,Palm Jumeirah,Apartment,4.0,1699.3,339116.0,12,Individual
RN5019257,2025-01-28,New,Dubai Hills Estate,Apartment,1.0,1985.6,230377.0,12,Individual
RN5019258,2025-01-28,New,Arabian Ranches,Villa,3.0,5507.7,485876.0,36,Individual
RN5019259,2025-01-28,New,Mirdif,Apartment,3.0,1160.6,77150.0,12,Company
RN5019260,2025-01-28,Renewal,Business Bay,Apartment,3.0,2150.1,233683.0,24,Company
RN5019261,2025-01-28,Renewal,Al Furjan,Apartment,2.0,1204.5,72843.0,12,Individual
RN5019262,2025-01-28,New,Al Furjan,Apartment,0.0,594.3,49346.0,36,Individual
RN5019263,2025-01-28,New,Dubai Silicon Oasis,Apartment,4.0,1230.4,83715.0,36,Individual
RN5019264,2025-01-28,Renewal,DIFC,Apartment,1.0,852.4,126291.0,24,Individual
RN5019265,2025-01-28,Renewal,Dubai Hills Estate,Apartment,2.0,751.3,68384.0,12,Company
RN5019266,2025-01-28,New,Dubai Marina,Townhouse,4.0,3871.5,383605.0,12,Individual
RN5019267,2025-01-28,Renewal,Palm Jumeirah,Villa,3.0,5810.9,1033194.0,12,Individual
RN5019268,2025-01-28,New,Dubai Hills Estate,Apartment,0.0,1595.5,177723.0,12,Individual
RN5019269,2025-01-28,Renewal,Deira,Villa,1.0,2941.7,166703.0,12,Individual
RN5019270,2025-01-28,New,Dubai Hills Estate,Apartment,0.0,814.1,88901.0,12,Individual
RN5019271,2025-01-28,New,DIFC,Apartment,0.0,1079.7,165856.0,12,Individual
RN5019272,2025-01-28,New,Mirdif,Apartment,3.0,1069.3,69967.0,12,Individual
RN5019273,2025-01-28,New,Jumeirah Lake Towers,Office,,919.5,80079.0,12,Individual
RN5019274,2025-01-28,Renewal,Al Furjan,Townhouse,1.0,4076.8,315689.0,12,Company
RN5019275,2025-01-28,New,Arabian Ranches,Apartment,2.0,1793.1,164123.0,36,Company
RN5019276,2025-01-28,Renewal,Dubai Silicon Oasis,Apartment,0.0,780.7,43670.0,24,Individual
RN5019277,2025-01-28,New,Al Barsha,Apartment,1.0,501.0,40427.0,12,Individual
RN5019278,2025-01-28,New,Deira,Apartment,1.0,840.9,50382.0,12,Individual
RN5019279,2025-01-28,New,Jumeirah Lake Towers,Villa,2.0,3524.7,344823.0,12,Individual
RN5019280,2025-01-28,Renewal,Al Barsha,Townhouse,1.0,2051.0,165822.0,12,Company
RN5019281,2025-01-28,New,Dubai Marina,Villa,1.0,3757.9,485017.0,12,Company
RN5019282,2025-01-28,New,Jumeirah Village Circle,Office,,690.8,48462.0,12,Individual
RN5019283,2025-01-28,New,Jumeirah Village Circle,Apartment,3.0,470.7,37282.0,24,Individual
RN5019284,2025-01-28,New,Jumeirah Village Circle,Office,,3697.2,249115.0,36,Individual
RN5019285,2025-01-28,Renewal,Downtown Dubai,Townhouse,2.0,3433.6,495610.0,12,Company
RN5019286,2025-01-28,New,DIFC,Apartment,2.0,1905.9,281195.0,24,Individual
RN5019287,2025-01-28,Renewal,Downtown Dubai,Apartment,3.0,976.4,140750.0,12,Individual
RN5019288,2025-01-28,Renewal,DIFC,Apartment,3.0,1251.9,204467.0,12,Individual
RN5019289,2025-01-28,Renewal,Dubai Marina,Apartment,2.0,1697.9,206071.0,36,Company
RN5019290,2025-01-28,New,Arabian Ranches,Apartment,2.0,1038.6,100528.0,12,Individual
RN5019291,2025-01-28,New,Palm Jumeirah,Townhouse,0.0,3797.0,601085.0,24,Company
RN5019292,2025-01-29,Renewal,Jumeirah Village Circle,Apartment,1.0,844.8,55271.0,36,Individual
RN5019293,2025-01-29,Renewal,Al Barsha,Villa,2.0,5357.5,399254.0,12,Individual
RN5019294,2025-01-29,New,Arabian Ranches,Villa,4.0,4043.6,378720.0,12,Individual
RN5019295,2025-01-29,Renewal,Arabian Ranches,Apartment,3.0,2028.0,197929.0,36,Individual
RN5019296,2025-01-29,Renewal,Mirdif,Office,,4240.8,272451.0,12,Individual
RN5019297,2025-01-29,Renewal,Jumeirah Lake Towers,Apartment,0.0,2137.5,233465.0,12,Company
RN5019298,2025-01-29,New,Dubai Marina,Office,,3761.3,459473.0,12,Individual
RN5019299,2025-01-29,New,Downtown Dubai,Apartment,1.0,1881.3,284667.0,12,Company
RN5019300,2025-01-29,New,Dubai Marina,Apartment,1.0,1170.9,144861.0,12,Individual
RN5019301,2025-01-29,New,DIFC,Apartment,2.0,2130.1,371790.0,12,Individual
RN5019302,2025-01-29,Renewal,DIFC,Apartment,1.0,921.2,141377.0,24,Individual
RN5019303,2025-01-29,Renewal,Al Barsha,Apartment,2.0,2103.7,131999.0,12,Company
RN5019304,2025-01-29,New,Deira,Apartment,4.0,1765.8,94886.0,12,Individual
RN5019305,2025-01-29,New,Downtown Dubai,Villa,2.0,4775.1,744745.0,24,Individual
RN5019306,2025-01-29,Renewal,Mirdif,Townhouse,1.0,4482.2,293211.0,12,Company
RN5019307,2025-01-29,Renewal,Dubai Hills Estate,Apartment,3.0,1871.1,224689.0,12,Individual
RN5019308,2025-01-29,New,Business Bay,Apartment,3.0,1600.4,168978.0,36,Company
RN5019309,2025-01-29,New,Al Furjan,Apartment,1.0,1804.8,141600.0,12,Individual
RN5019310,2025-01-29,Renewal,Business Bay,Apartment,0.0,1083.9,92238.0,12,Company
RN5019311,2025-01-29,Renewal,Jumeirah Village Circle,Apartment,2.0,579.8,38516.0,12,Company
RN5019312,2025-01-29,New,Dubai Sports City,Villa,1.0,4603.0,310435.0,12,Individual
RN5019313,2025-01-29,New,Al Furjan,Villa,4.0,5844.5,494734.0,12,Individual
RN5019314,2025-01-29,New,Arabian Ranches,Apartment,0.0,879.1,75964.0,12,Individual
RN5019315,2025-01-29,Renewal,Deira,Apartment,1.0,579.5,33037.0,12,Individual
RN5019316,2025-01-29,New,Deira,Apartment,1.0,667.2,37218.0,12,Individual
RN5019317,2025-01-29,New,Arabian Ranches,Townhouse,1.0,2566.8,220078.0,12,Individual
RN5019318,2025-01-29,Renewal,Deira,Villa,1.0,4635.4,273760.0,12,Individual
RN5019319,2025-01-29,New,Palm Jumeirah,Townhouse,2.0,3910.4,804627.0,12,Company
RN5019320,2025-01-29,New,Deira,Apartment,3.0,907.5,55352.0,12,Individual
RN5019321,2025-01-29,New,Dubai Silicon Oasis,Office,,1638.6,118703.0,12,Individual
RN5019322,2025-01-29,Renewal,Mirdif,Apartment,0.0,1665.1,89402.0,12,Individual
RN5019323,2025-01-29,Renewal,Dubai Marina,Apartment,1.0,809.0,95413.0,12,Individual
RN5019324,2025-01-29,New,Downtown Dubai,Apartment,1.0,2057.3,368523.0,12,Individual
RN5019325,2025-01-29,Renewal,Arabian Ranches,Apartment,1.0,1336.5,121729.0,12,Individual
RN5019326,2025-01-29,New,Dubai Silicon Oasis,Apartment,3.0,1083.4,71279.0,12,Individual
RN5019327,2025-01-29,Renewal,Al Barsha,Apartment,2.0,1843.4,143559.0,12,Individual
RN5019328,2025-01-29,New,Arabian Ranches,Apartment,1.0,539.1,47999.0,12,Company
RN5019329,2025-01-29,Renewal,Dubai Silicon Oasis,Apartment,1.0,1157.7,81642.0,12,Individual
RN5019330,2025-01-29,Renewal,Palm Jumeirah,Office,,1487.6,203391.0,12,Individual
RN5019331,2025-01-29,Renewal,Palm Jumeirah,Apartment,1.0,814.4,140124.0,12,Company
RN5019332,2025-01-29,New,Dubai Marina,Apartment,0.0,1257.3,166948.0,12,Individual
RN5019333,2025-01-29,Renewal,DIFC,Apartment,3.0,1899.2,320775.0,12,Individual
RN5019334,2025-01-29,New,Arabian Ranches,Apartment,1.0,1660.1,145159.0,12,Individual
RN5019335,2025-01-29,New,Al Furjan,Apartment,1.0,1359.9,85690.0,12,Individual
RN5019336,2025-01-29,New,Al Furjan,Apartment,1.0,540.0,41990.0,12,Individual
RN5019337,2025-01-29,New,Dubai Hills Estate,Apartment,4.0,1482.6,189868.0,12,Individual
RN5019338,2025-01-29,Renewal,Dubai Marina,Apartment,0.0,679.9,83258.0,12,Individual
RN5019339,2025-01-29,Renewal,Palm Jumeirah,Apartment,3.0,862.0,183453.0,12,Individual
RN5019340,2025-01-29,Renewal,Jumeirah Lake Towers,Apartment,0.0,896.1,96098.0,12,Individual
RN5019341,2025-01-29,New,DIFC,Apartment,1.0,1437.3,213885.0,12,Individual
RN5019342,2025-01-29,New,Jumeirah Lake Towers,Apartment,1.0,827.1,95483.0,12,Individual
RN5019343,2025-01-29,Renewal,Mirdif,Apartment,2.0,467.5,31135.0,12,Individual
RN5019344,2025-01-29,Renewal,Deira,Villa,1.0,4645.8,243195.0,12,Individual
RN5019345,2025-01-29,New,Downtown Dubai,Apartment,2.0,1572.2,210364.0,12,Individual
RN5019346,2025-01-29,Renewal,Dubai Hills Estate,Office,,1099.6,124752.0,12,Individual
RN5019347,2025-01-29,New,Deira,Villa,2.0,2897.5,163791.0,12,Individual
RN5019348,2025-01-29,New,Al Barsha,Apartment,1.0,1099.4,89089.0,24,Individual
RN5019349,2025-01-29,New,Arabian Ranches,Apartment,2.0,457.7,46700.0,12,Individual
RN5019350,2025-01-29,New,Jumeirah Village Circle,Villa,2.0,5553.5,447990.0,12,Individual
RN5019351,2025-01-29,New,Palm Jumeirah,Townhouse,1.0,3852.5,717661.0,12,Individual
RN5019352,2025-01-29,New,DIFC,Apartment,1.0,1332.6,186564.0,36,Individual
RN5019353,2025-01-29,New,Al Furjan,Apartment,2.0,1759.7,142481.0,12,Individual
RN5019354,2025-01-29,New,Arabian Ranches,Villa,2.0,4603.8,463734.0,12,Company
RN5019355,2025-01-29,New,Dubai Hills Estate,Townhouse,3.0,3538.5,394635.0,12,Company
RN5019356,2025-01-29,New,Mirdif,Apartment,3.0,1954.2,136107.0,12,Individual
RN5019357,2025-01-29,New,Al Furjan,Apartment,3.0,464.1,33548.0,12,Individual
RN5019358,2025-01-29,New,Palm Jumeirah,Office,,3877.6,564481.0,12,Individual
RN5019359,2025-01-29,Renewal,Mirdif,Office,,4726.3,355744.0,24,Individual
RN5019360,2025-01-29,New,Al Furjan,Office,,1674.4,132517.0,24,Individual
RN5019361,2025-01-29,New,Jumeirah Lake Towers,Apartment,1.0,1003.2,96259.0,12,Company
RN5019362,2025-01-29,Renewal,Jumeirah Lake Towers,Villa,0.0,4804.1,510605.0,12,Individual
RN5019363,2025-01-29,Renewal,Al Furjan,Apartment,2.0,877.0,69512.0,12,Company
RN5019364,2025-01-29,Renewal,Business Bay,Villa,2.0,3252.3,378174.0,12,Individual
RN5019365,2025-01-29,New,DIFC,Apartment,2.0,616.3,106130.0,12,Individual
RN5019366,2025-01-29,New,DIFC,Office,,2805.7,451527.0,12,Individual
RN5019367,2025-01-29,New,Dubai Hills Estate,Townhouse,3.0,2563.3,294472.0,12,Individual
RN5019368,2025-01-29,New,Mirdif,Apartment,2.0,904.7,63494.0,12,Individual
RN5019369,2025-01-29,New,Downtown Dubai,Apartment,0.0,1568.1,164958.0,12,Individual
RN5019370,2025-01-29,Renewal,Dubai Sports City,Apartment,3.0,1039.3,66071.0,12,Individual
RN5019371,2025-01-29,New,Dubai Silicon Oasis,Villa,1.0,4117.2,243927.0,12,Individual
RN5019372,2025-01-29,Renewal,Downtown Dubai,Office,,723.9,100598.0,24,Individual
RN5019373,2025-01-29,Renewal,Al Furjan,Apartment,1.0,1316.6,101812.0,12,Company
RN5019374,2025-01-29,Renewal,Jumeirah Village Circle,Apartment,2.0,900.8,58826.0,36,Individual
RN5019375,2025-01-29,New,Palm Jumeirah,Apartment,2.0,1371.2,251098.0,12,Individual
RN5019376,2025-01-29,Renewal,Dubai Marina,Apartment,4.0,1398.9,205933.0,12,Individual
RN5019377,2025-01-29,Renewal,Mirdif,Office,,3807.0,237517.0,12,Individual
RN5019378,2025-01-29,Renewal,Arabian Ranches,Apartment,1.0,743.5,67476.0,12,Individual
RN5019379,2025-01-29,Renewal,Jumeirah Lake Towers,Apartment,2.0,816.5,64026.0,12,Individual
RN5019380,2025-01-29,New,Arabian Ranches,Townhouse,1.0,2221.4,175507.0,24,Individual
RN5019381,2025-01-29,New,Dubai Sports City,Apartment,2.0,2011.0,130936.0,36,Individual
RN5019382,2025-01-29,New,Jumeirah Village Circle,Apartment,3.0,464.3,28395.0,24,Individual
RN5019383,2025-01-29,New,Arabian Ranches,Apartment,0.0,1072.2,99128.0,12,Individual
RN5019384,2025-01-29,New,Business Bay,Villa,1.0,2544.8,265336.0,12,Individual
RN5019385,2025-01-29,New,Arabian Ranches,Apartment,0.0,559.1,50992.0,12,Individual
RN5019386,2025-01-29,Renewal,Dubai Hills Estate,Apartment,1.0,626.6,70728.0,12,Individual
RN5019387,2025-01-29,Renewal,Jumeirah Village Circle,Apartment,4.0,857.6,63167.0,12,Individual
RN5019388,2025-01-29,New,Downtown Dubai,Villa,1.0,4871.5,646563.0,12,Individual
RN5019389,2025-01-29,New,Mirdif,Apartment,1.0,1682.4,114162.0,12,Individual
RN5019390,2025-01-29,New,Downtown Dubai,Villa,1.0,5315.8,762364.0,24,Individual
RN5019391,2025-01-29,Renewal,Al Barsha,Apartment,0.0,2089.8,173648.0,12,Individual
RN5019392,2025-01-29,New,Arabian Ranches,Apartment,2.0,1631.6,138380.0,24,Company
RN5019393,2025-01-29,Renewal,Jumeirah Lake Towers,Apartment,1.0,747.7,74427.0,12,Individual
RN5019394,2025-01-29,Renewal,Downtown Dubai,Townhouse,1.0,2821.8,363093.0,12,Company
RN5019395,2025-01-29,Renewal,Jumeirah Village Circle,Office,,792.1,66002.0,12,Individual
RN5019396,2025-01-29,Renewal,Dubai Hills Estate,Townhouse,2.0,3009.2,356487.0,12,Individual
RN5019397,2025-01-29,New,Dubai Marina,Apartment,1.0,891.8,92668.0,12,Individual
RN5019398,2025-01-29,Renewal,Dubai Silicon Oasis,Apartment,0.0,1159.3,78159.0,12,Individual
RN5019399,2025-01-29,Renewal,Arabian Ranches,Apartment,2.0,779.3,66658.0,12,Company
RN5019400,2025-01-29,New,Dubai Hills Estate,Apartment,2.0,1814.6,192559.0,12,Individual
RN5019401,2025-01-29,New,Dubai Hills Estate,Apartment,2.0,1660.8,183279.0,12,Individual
RN5019402,2025-01-29,Renewal,Al Furjan,Apartment,3.0,2014.6,147916.0,24,Individual
RN5019403,2025-01-29,New,Al Furjan,Apartment,3.0,1800.6,129302.0,12,Individual
RN5019404,2025-01-29,New,DIFC,Office,,4279.9,640008.0,12,Company
RN5019405,2025-01-29,New,Arabian Ranches,Apartment,1.0,2126.5,194603.0,12,Individual
RN5019406,2025-01-29,New,Dubai Marina,Villa,1.0,5859.0,606025.0,12,Individual
RN5019407,2025-01-29,New,Business Bay,Apartment,2.0,537.8,59557.0,12,Individual
RN5019408,2025-01-29,Renewal,DIFC,Apartment,2.0,1278.6,157162.0,24,Individual
RN5019409,2025-01-29,Renewal,Dubai Marina,Villa,0.0,3930.2,492018.0,12,Individual
RN5019410,2025-01-29,New,Palm Jumeirah,Apartment,3.0,1777.8,345625.0,12,Individual
RN5019411,2025-01-29,New,Al Furjan,Apartment,1.0,1292.1,110935.0,12,Individual
RN5019412,2025-01-29,New,Deira,Apartment,2.0,998.1,62309.0,12,Individual
RN5019413,2025-01-29,New,Dubai Marina,Apartment,1.0,658.0,61288.0,12,Company
RN5019414,2025-01-29,Renewal,Deira,Apartment,2.0,2068.5,114869.0,12,Individual
RN5019415,2025-01-29,Renewal,Dubai Silicon Oasis,Apartment,1.0,1029.5,63949.0,12,Individual
RN5019416,2025-01-29,Renewal,Jumeirah Village Circle,Apartment,3.0,1676.8,122331.0,12,Company
RN5019417,2025-01-29,New,Deira,Office,,441.8,27950.0,24,Individual
RN5019418,2025-01-29,New,Dubai Hills Estate,Villa,2.0,5378.8,631291.0,12,Individual
RN5019419,2025-01-29,New,Al Furjan,Apartment,2.0,716.8,51214.0,12,Individual
RN5019420,2025-01-29,Renewal,DIFC,Apartment,1.0,873.2,121893.0,24,Individual
RN5019421,2025-01-29,New,Dubai Hills Estate,Apartment,3.0,2139.9,232867.0,12,Individual
RN5019422,2025-01-29,New,Downtown Dubai,Office,,1524.2,240000.0,24,Individual
RN5019423,2025-01-29,Renewal,Palm Jumeirah,Apartment,2.0,749.9,127747.0,12,Individual
RN5019424,2025-01-29,New,Dubai Silicon Oasis,Villa,1.0,3257.5,216188.0,12,Individual
RN5019425,2025-01-29,New,Jumeirah Lake Towers,Townhouse,1.0,2599.4,243702.0,12,Company
RN5019426,2025-01-29,New,Dubai Hills Estate,Apartment,1.0,1232.4,130166.0,24,Individual
RN5019427,2025-01-29,Renewal,Business Bay,Apartment,1.0,598.1,56104.0,12,Individual
RN5019428,2025-01-29,Renewal,Dubai Sports City,Apartment,1.0,1140.4,75704.0,24,Individual
RN5019429,2025-01-29,Renewal,Al Barsha,Villa,4.0,5834.6,486694.0,12,Company
RN5019430,2025-01-29,New,Al Furjan,Apartment,0.0,563.2,35310.0,12,Individual
RN5019431,2025-01-29,New,Dubai Marina,Office,,496.1,49062.0,12,Company
RN5019432,2025-01-29,Renewal,DIFC,Office,,3423.5,570841.0,12,Individual
RN5019433,2025-01-29,Renewal,Deira,Office,,4906.1,278270.0,12,Individual
RN5019434,2025-01-29,New,Deira,Apartment,1.0,959.8,52152.0,24,Individual
RN5019435,2025-01-29,New,Al Furjan,Townhouse,0.0,2527.1,207966.0,12,Individual
RN5019436,2025-01-29,Renewal,Downtown Dubai,Office,,2182.3,346356.0,12,Individual
RN5019437,2025-01-29,New,Dubai Silicon Oasis,Townhouse,1.0,2622.4,167626.0,12,Individual
RN5019438,2025-01-29,Renewal,Palm Jumeirah,Apartment,1.0,1076.9,197306.0,12,Individual
RN5019439,2025-01-29,Renewal,Arabian Ranches,Apartment,2.0,1144.5,102124.0,12,Individual
RN5019440,2025-01-29,New,Downtown Dubai,Apartment,1.0,1498.9,189706.0,36,Individual
RN5019441,2025-01-29,New,Al Furjan,Villa,0.0,3110.7,251540.0,12,Individual
RN5019442,2025-01-29,New,Jumeirah Village Circle,Apartment,2.0,1706.6,113620.0,12,Individual
RN5019443,2025-01-29,New,Dubai Hills Estate,Apartment,2.0,842.6,97100.0,12,Individual
RN5019444,2025-01-29,New,DIFC,Apartment,4.0,1629.0,248875.0,12,Company
RN5019445,2025-01-29,Renewal,Dubai Silicon Oasis,Office,,2922.0,191625.0,12,Company
RN5019446,2025-01-29,Renewal,Business Bay,Apartment,2.0,518.1,57820.0,12,Company
RN5019447,2025-01-29,Renewal,DIFC,Townhouse,0.0,3605.0,677166.0,12,Company
RN5019448,2025-01-29,Renewal,Deira,Apartment,1.0,2162.4,135013.0,36,Individual
RN5019449,2025-01-29,New,Deira,Office,,2129.8,125620.0,24,Individual
RN5019450,2025-01-29,New,Jumeirah Village Circle,Apartment,1.0,796.5,55053.0,12,Company
RN5019451,2025-01-29,Renewal,Al Barsha,Townhouse,1.0,3979.1,308904.0,12,Individual
RN5019452,2025-01-29,Renewal,Al Barsha,Villa,2.0,4244.5,332976.0,24,Company
RN5019453,2025-01-29,New,Arabian Ranches,Apartment,4.0,1485.7,136522.0,12,Individual
RN5019454,2025-01-29,Renewal,Palm Jumeirah,Apartment,1.0,1846.1,403875.0,12,Individual
RN5019455,2025-01-29,New,Deira,Villa,3.0,4316.7,259785.0,36,Individual
RN5019456,2025-01-29,Renewal,Al Furjan,Apartment,0.0,1780.1,153701.0,12,Individual
RN5019457,2025-01-29,New,Dubai Sports City,Apartment,2.0,1112.8,82904.0,24,Individual
RN5019458,2025-01-29,Renewal,Palm Jumeirah,Townhouse,2.0,2693.3,392770.0,12,Individual
RN5019459,2025-01-29,New,Arabian Ranches,Apartment,3.0,1423.2,145834.0,12,Individual
RN5019460,2025-01-29,Renewal,Deira,Townhouse,4.0,1984.8,109472.0,12,Individual
RN5019461,2025-01-29,Renewal,Al Barsha,Villa,1.0,5920.9,498169.0,12,Individual
RN5019462,2025-01-29,New,Dubai Marina,Apartment,1.0,1411.8,215945.0,36,Individual
RN5019463,2025-01-29,Renewal,Business Bay,Villa,0.0,3848.1,442883.0,12,Individual
RN5019464,2025-01-29,New,Dubai Hills Estate,Apartment,2.0,1582.3,175184.0,12,Individual
RN5019465,2025-01-29,New,Deira,Office,,1705.0,106132.0,12,Company
RN5019466,2025-01-29,Renewal,Dubai Hills Estate,Apartment,4.0,1226.7,132912.0,12,Individual
RN5019467,2025-01-29,New,Palm Jumeirah,Apartment,0.0,451.1,74612.0,12,Company
RN5019468,2025-01-29,Renewal,Deira,Office,,4507.8,294415.0,12,Company
RN5019469,2025-01-29,Renewal,Arabian Ranches,Apartment,0.0,663.5,60505.0,12,Individual
RN5019470,2025-01-29,Renewal,Jumeirah Lake Towers,Apartment,3.0,1755.3,171484.0,12,Company
RN5019471,2025-01-29,New,Palm Jumeirah,Apartment,3.0,839.7,150837.0,12,Individual
RN5019472,2025-01-29,Renewal,Al Furjan,Apartment,1.0,476.8,31092.0,12,Company
RN5019473,2025-01-29,New,Al Barsha,Apartment,3.0,1696.7,121100.0,12,Individual
RN5019474,2025-01-30,New,Al Barsha,Villa,0.0,4085.3,331674.0,12,Individual
RN5019475,2025-01-30,Renewal,Al Barsha,Apartment,2.0,1467.1,98121.0,12,Individual
RN5019476,2025-01-30,Renewal,Deira,Apartment,1.0,1180.5,58299.0,12,Individual
RN5019477,2025-01-30,New,Business Bay,Apartment,0.0,1886.0,195411.0,12,Individual
RN5019478,2025-01-30,Renewal,Dubai Silicon Oasis,Apartment,3.0,576.0,36178.0,12,Individual
RN5019479,2025-01-30,New,Al Barsha,Apartment,1.0,588.3,42997.0,12,Individual
RN5019480,2025-01-30,Renewal,Dubai Silicon Oasis,Apartment,1.0,1953.0,107353.0,12,Individual
RN5019481,2025-01-30,New,Arabian Ranches,Apartment,1.0,2193.0,188252.0,12,Individual
RN5019482,2025-01-30,Renewal,Dubai Marina,Villa,2.0,5026.8,644831.0,12,Individual
RN5019483,2025-01-30,Renewal,Palm Jumeirah,Apartment,1.0,457.1,83297.0,12,Individual
RN5019484,2025-01-30,New,Jumeirah Village Circle,Apartment,0.0,1989.6,136796.0,12,Company
RN5019485,2025-01-30,Renewal,Palm Jumeirah,Apartment,1.0,2075.6,254218.0,12,Company
RN5019486,2025-01-30,New,Mirdif,Apartment,1.0,783.2,48073.0,12,Individual
RN5019487,2025-01-30,New,Dubai Sports City,Townhouse,4.0,3433.9,224873.0,12,Company
RN5019488,2025-01-30,New,Deira,Apartment,3.0,1230.5,65966.0,12,Company
RN5019489,2025-01-30,Renewal,Mirdif,Apartment,0.0,674.1,44372.0,24,Individual
RN5019490,2025-01-30,New,Palm Jumeirah,Villa,0.0,2878.4,621249.0,12,Individual
RN5019491,2025-01-30,New,Dubai Hills Estate,Villa,4.0,4911.7,568055.0,12,Individual
RN5019492,2025-01-30,Renewal,Jumeirah Village Circle,Apartment,2.0,1116.2,70147.0,12,Individual
RN5019493,2025-01-30,New,Jumeirah Village Circle,Apartment,0.0,1899.5,143262.0,12,Individual
RN5019494,2025-01-30,Renewal,Al Barsha,Villa,2.0,5127.9,423668.0,12,Individual
RN5019495,2025-01-30,New,Mirdif,Apartment,1.0,1153.6,75934.0,24,Individual
RN5019496,2025-01-30,Renewal,Dubai Hills Estate,Villa,3.0,4517.9,450373.0,12,Individual
RN5019497,2025-01-30,Renewal,Palm Jumeirah,Apartment,2.0,1434.8,291299.0,12,Individual
RN5019498,2025-01-30,Renewal,Palm Jumeirah,Apartment,1.0,489.2,95465.0,12,Company
RN5019499,2025-01-30,New,Mirdif,Apartment,0.0,2143.5,149158.0,24,Individual
RN5019500,2025-01-30,New,Al Barsha,Apartment,1.0,2167.0,182170.0,12,Company
RN5019501,2025-01-30,Renewal,Al Barsha,Apartment,4.0,929.2,66483.0,12,Company
RN5019502,2025-01-30,Renewal,Jumeirah Village Circle,Office,,1562.6,92553.0,12,Individual
RN5019503,2025-01-30,New,Dubai Hills Estate,Apartment,0.0,1045.3,131696.0,12,Individual
RN5019504,2025-01-30,New,Jumeirah Village Circle,Apartment,1.0,878.1,74674.0,12,Individual
RN5019505,2025-01-30,New,Dubai Sports City,Apartment,0.0,2196.4,141506.0,12,Individual
RN5019506,2025-01-30,Renewal,Dubai Silicon Oasis,Apartment,3.0,1164.8,83893.0,12,Individual
RN5019507,2025-01-30,Renewal,Deira,Apartment,1.0,1860.5,93540.0,12,Individual
RN5019508,2025-01-30,New,Dubai Silicon Oasis,Villa,1.0,4206.2,234937.0,12,Individual
