date,txn_count,txn_total_value_aed,txn_avg_price_per_sqft,rental_count,rental_avg_annual_rent_aed
2025-10-30,65,310961409.0,1726.963076923077,160,214363.41875
2025-10-31,27,87557402.0,1605.9925925925927,61,202137.9836065574
2025-11-01,33,144844865.0,1759.2181818181818,95,229919.28421052633
2025-11-02,76,380605358.0,1629.0315789473684,162,214894.33950617284
2025-11-03,57,277870052.0,1699.7263157894736,153,189300.77777777778
2025-11-04,79,406015492.0,1612.0708860759494,176,209113.94886363635
2025-11-05,68,379573846.0,1750.6176470588234,188,184134.164893617
2025-11-06,65,379067755.0,1653.0553846153848,175,231088.50857142857
2025-11-07,25,143639746.0,1730.7520000000002,43,207357.83720930232
2025-11-08,27,105410605.0,1589.4740740740742,63,233779.7142857143
2025-11-09,64,318899535.0,1516.584375,179,211343.35754189943
2025-11-10,76,350175459.0,1599.8118421052632,175,199021.14857142858
2025-11-11,58,235632805.0,1514.0241379310344,178,204233.57303370786
2025-11-12,83,379660002.0,1719.0795180722891,173,207881.23121387284
2025-11-13,79,343918976.0,1550.8316455696202,173,218079.06358381503
2025-11-14,35,136501834.0,1611.9742857142858,59,190628.57627118644
2025-11-15,25,90412838.0,1587.896,79,189678.68354430379
2025-11-16,74,364213526.0,1695.9175675675674,160,209552.15
2025-11-17,53,262046139.0,1874.9490566037737,173,218160.91329479768
2025-11-18,54,289924725.0,1719.8574074074074,185,217527.57837837838
2025-11-19,66,281640722.0,1626.392424242424,162,202953.35185185185
2025-11-20,70,368455335.0,1657.392857142857,175,216491.18857142856
2025-11-21,26,133970511.0,1825.776923076923,57,179204.19298245615
2025-11-22,29,107074700.0,1763.651724137931,83,201086.8313253012
2025-11-23,70,339380938.0,1676.95,167,199794.37724550898
2025-11-24,52,252807660.0,1499.8038461538463,165,220564.26666666666
2025-11-25,57,357521769.0,1773.977192982456,159,193361.106918239
2025-11-26,73,320853405.0,1642.8602739726027,162,204728.45061728396
2025-11-27,61,366432423.0,1653.0032786885245,182,204216.5
2025-11-28,22,131852659.0,1573.0863636363638,76,195884.31578947368
2025-11-29,33,128133923.0,1589.3303030303032,97,211552.7319587629
2025-11-30,70,383598537.0,1693.9857142857143,169,206028.31952662722
2025-12-01,65,348369691.0,1646.943076923077,196,208331.52551020408
2025-12-02,72,343903805.0,1873.6499999999999,195,208506.0358974359
2025-12-03,80,404294768.0,1619.8174999999999,195,213728.3076923077
2025-12-04,84,301142904.0,1673.720238095238,199,220234.46231155779
2025-12-05,35,150248757.0,1471.2057142857143,59,222366.0338983051
2025-12-06,28,174530431.0,1657.9714285714285,80,216141.1
2025-12-07,75,319257966.0,1520.9373333333333,177,231502.3502824859
2025-12-08,84,452603469.0,1848.2666666666667,198,208802.40404040404
2025-12-09,70,264357051.0,1683.8042857142857,207,207835.19806763285
2025-12-10,79,365481588.0,1699.2443037974683,183,215416.85792349727
2025-12-11,75,332432519.0,1554.8066666666666,200,199974.42
2025-12-12,26,113315415.0,1503.8000000000002,65,222513.55384615384
2025-12-13,30,128783568.0,1735.4,72,225851.06944444444
2025-12-14,64,266267310.0,1522.684375,202,213319.54455445544
2025-12-15,87,390422890.0,1554.6045977011495,177,192072.50847457626
2025-12-16,73,331265771.0,1622.309589041096,215,210222.7488372093
2025-12-17,66,346332012.0,1662.0136363636364,184,216793.27717391305
2025-12-18,85,384800626.0,1656.389411764706,198,204271.45454545456
2025-12-19,27,169374065.0,1463.6814814814816,72,177570.48611111112
2025-12-20,35,134615875.0,1562.682857142857,75,208671.16
2025-12-21,79,310762132.0,1658.4835443037975,216,215521.34722222222
2025-12-22,64,304242655.0,1628.5265625,225,211207.95555555556
2025-12-23,84,423748924.0,1649.5392857142856,172,203349.2558139535
2025-12-24,88,413944631.0,1547.4806818181817,191,210805.29319371728
2025-12-25,94,412206209.0,1774.2606382978724,220,191459.56363636363
2025-12-26,21,91863910.0,1609.1523809523808,76,218480.67105263157
2025-12-27,30,117385808.0,1748.1666666666667,79,167080.13924050634
2025-12-28,84,389409640.0,1655.859523809524,200,213915.465
2025-12-29,75,408068820.0,1852.7533333333333,204,220733.39705882352
2025-12-30,80,319639229.0,1580.02,218,217687.1009174312
2025-12-31,86,438362028.0,1586.5941860465116,207,222721.5265700483
2026-01-01,81,373828662.0,1872.3975308641977,208,237830.8076923077
2026-01-02,24,100802180.0,1939.3083333333334,78,226175.96153846153
2026-01-03,41,214874872.0,1682.1682926829267,94,217102.54255319148
2026-01-04,77,402404095.0,1765.0389610389611,209,235411.36842105264
2026-01-05,75,415687891.0,1784.3666666666666,211,214732.15165876778
2026-01-06,77,280772520.0,1688.6935064935064,207,216549.8647342995
2026-01-07,75,389630636.0,1731.9933333333333,195,231122.1794871795
2026-01-08,83,380308405.0,1655.1289156626508,201,211514.2487562189
2026-01-09,22,101031806.0,1559.540909090909,75,246019.57333333333
2026-01-10,36,197038257.0,1694.7944444444445,96,202947.39583333334
2026-01-11,82,476756543.0,1711.9865853658537,205,221160.93170731707
2026-01-12,83,352149477.0,1759.2301204819278,176,196735.61931818182
2026-01-13,65,326562631.0,1687.1876923076923,204,219127.25
2026-01-14,97,314937494.0,1644.0463917525774,182,208797.1098901099
2026-01-15,85,368623755.0,1716.8364705882354,194,207450.72680412373
2026-01-16,28,129950770.0,1440.1535714285715,76,194192.57894736843
2026-01-17,29,176043411.0,1526.3793103448277,70,187672.74285714285
2026-01-18,78,333217680.0,1687.5192307692307,196,201064.0969387755
2026-01-19,73,315930355.0,1768.817808219178,194,197951.22680412373
2026-01-20,70,312987265.0,1707.4514285714286,190,201929.46315789473
2026-01-21,71,329127815.0,1589.6718309859154,189,206240.43915343916
2026-01-22,86,323774732.0,1571.3732558139536,222,213713.79279279278
2026-01-23,28,125367358.0,1708.95,73,202376.67123287672
2026-01-24,42,198180546.0,1723.9214285714286,83,203397.44578313254
2026-01-25,72,348352032.0,1793.0069444444443,214,229033.78971962616
2026-01-26,73,374667850.0,1668.3643835616438,190,214602.68421052632
2026-01-27,81,352553618.0,1667.0123456790122,204,209582.75
2026-01-28,75,350830906.0,1624.7693333333334,206,229352.3058252427
2026-01-29,92,464777044.0,1760.8163043478262,175,216928.06857142856
2026-01-30,33,96486865.0,1414.857575757576,64,237855.359375
2026-01-31,30,158422929.0,1549.8366666666666,96,232600.21875
2026-02-01,87,442611025.0,1737.0091954022987,208,195031.20673076922
2026-02-02,89,472557248.0,1834.0247191011238,169,207500.9349112426
2026-02-03,75,406194894.0,1724.304,195,197235.50256410256
2026-02-04,75,387405595.0,1749.6280000000002,208,217604.4423076923
2026-02-05,75,277010646.0,1586.4973333333335,214,221185.1168224299
2026-02-06,22,94421333.0,1656.65,78,239324.70512820513
2026-02-07,32,178336512.0,1670.8375,84,182284.15476190476
2026-02-08,84,431858793.0,1774.9988095238095,207,226007.14009661836
2026-02-09,87,372867268.0,1776.5298850574713,196,214724.64285714287
2026-02-10,77,341231562.0,1775.5142857142857,178,218008.64044943822
2026-02-11,99,429370595.0,1787.1131313131314,200,226539.905
2026-02-12,86,443603402.0,1723.9395348837209,192,201866.08854166666
2026-02-13,27,139854156.0,1886.251851851852,69,202770.86956521738
2026-02-14,36,198921894.0,1613.7722222222224,75,216309.12
2026-02-15,91,437829986.0,1831.0285714285715,176,210401.29545454544
2026-02-16,78,386060250.0,1857.5166666666664,207,197746.18357487922
2026-02-17,81,452175157.0,1703.488888888889,201,202656.7064676617
2026-02-18,72,327701699.0,1801.0625,201,219357.43781094527
2026-02-19,68,290702502.0,1743.4720588235296,187,204571.26203208556
2026-02-20,23,176750121.0,1878.1608695652174,75,209459.0
2026-02-21,24,74033001.0,1577.1791666666668,82,214555.17073170733
2026-02-22,80,434698105.0,1876.265,216,202905.97222222222
2026-02-23,85,381560947.0,1612.2694117647059,199,209237.88442211054
2026-02-24,74,320056401.0,1760.1216216216217,186,225247.54301075268
2026-02-25,81,363306797.0,1568.4938271604938,202,225772.89108910892
2026-02-26,76,347602307.0,1709.6078947368421,172,207177.96511627908
2026-02-27,29,178206183.0,1549.7827586206895,78,224363.7564102564
2026-02-28,31,132359166.0,1675.625806451613,99,212588.66666666666
2026-03-01,81,447407466.0,1718.3024691358025,186,224110.98924731184
2026-03-02,66,358839361.0,1788.310606060606,175,239508.4057142857
2026-03-03,69,330976194.0,1821.5565217391304,183,213880.09836065574
2026-03-04,71,370672106.0,1867.6507042253522,192,220350.609375
2026-03-05,66,429284648.0,1753.9363636363637,221,223599.4705882353
2026-03-06,33,165001720.0,1520.4969696969697,79,224857.16455696203
2026-03-07,41,201416794.0,1673.5756097560977,79,177666.81012658228
2026-03-08,67,273053528.0,1950.2119402985074,197,198080.6345177665
2026-03-09,75,339693541.0,1918.5693333333336,193,237691.98445595856
2026-03-10,73,327379465.0,1691.7109589041095,188,224811.87234042553
2026-03-11,73,348892428.0,1599.9342465753425,197,220956.37563451775
2026-03-12,84,398984277.0,1806.477380952381,195,241549.8153846154
2026-03-13,30,101997232.0,1453.3966666666668,55,234246.9818181818
2026-03-14,32,133233846.0,1721.915625,81,201230.11111111112
2026-03-15,65,279998240.0,1620.4415384615384,197,207584.3197969543
2026-03-16,66,364194008.0,1828.7272727272727,187,219684.8770053476
2026-03-17,70,330193169.0,1562.9914285714285,162,220733.3148148148
2026-03-18,86,456787647.0,1748.4546511627907,191,195913.9267015707
2026-03-19,76,334706489.0,1684.5842105263157,166,192747.57228915664
2026-03-20,35,167298287.0,1727.1914285714286,70,219025.4
2026-03-21,23,107761256.0,1618.6000000000001,74,179214.12162162163
2026-03-22,60,259265102.0,1646.175,171,203728.4269005848
2026-03-23,62,320863228.0,1740.2596774193548,166,211635.42771084336
2026-03-24,66,405002478.0,1888.9575757575758,174,223405.74137931035
2026-03-25,70,344387106.0,1677.344285714286,181,208507.61878453038
2026-03-26,66,278340743.0,1555.771212121212,171,240437.25730994152
2026-03-27,17,100432718.0,1700.6705882352942,59,231939.69491525425
2026-03-28,36,219068157.0,1828.1555555555558,78,227832.47435897434
2026-03-29,62,315578943.0,1739.6661290322581,185,215608.35135135136
2026-03-30,66,424078894.0,1875.0030303030303,168,221910.43452380953
2026-03-31,59,300093446.0,1722.042372881356,169,241147.94082840238
2026-04-01,64,345700611.0,1927.503125,180,210379.88888888888
2026-04-02,68,427709103.0,1860.6220588235294,176,235023.61363636365
2026-04-03,27,89187831.0,1730.4259259259259,60,212292.15
2026-04-04,29,138411550.0,1666.8758620689655,94,199947.3829787234
2026-04-05,71,364262328.0,1683.8014084507042,164,240745.23780487804
2026-04-06,71,248903761.0,1604.556338028169,189,205034.77777777778
2026-04-07,57,290366948.0,1640.8947368421052,169,211706.4201183432
2026-04-08,79,340037983.0,1687.6999999999998,188,219320.73936170212
2026-04-09,64,289407200.0,1747.625,151,235802.19867549668
2026-04-10,20,103078348.0,1597.3600000000001,64,222388.734375
2026-04-11,23,134105246.0,1777.7695652173911,59,216053.7288135593
2026-04-12,66,254320061.0,1613.0045454545455,151,216400.64238410597
2026-04-13,63,289952148.0,1601.5285714285715,160,188487.88125
2026-04-14,67,278593041.0,1838.6507462686568,145,232079.14482758622
2026-04-15,60,225898942.0,1519.6033333333332,161,209979.85714285713
2026-04-16,75,374147066.0,1680.3973333333333,179,203759.91620111733
2026-04-17,21,92325253.0,1781.3333333333333,55,210904.4
2026-04-18,41,207980113.0,1548.4975609756098,76,185270.13157894736
2026-04-19,70,353933752.0,1896.4885714285715,170,207004.95882352942
2026-04-20,62,325900549.0,1728.5370967741935,163,221889.7300613497
2026-04-21,79,360792253.0,1745.4632911392405,155,205024.78064516129
2026-04-22,46,219028960.0,1657.9239130434783,164,217478.9756097561
2026-04-23,63,293433811.0,1755.557142857143,147,250535.6394557823
2026-04-24,16,77803688.0,1636.48125,55,244119.9090909091
2026-04-25,26,113888160.0,1702.9153846153847,72,217100.25
2026-04-26,65,284413873.0,1720.676923076923,153,233407.71895424835
2026-04-27,66,284733499.0,1678.7060606060606,130,219286.56153846154
2026-04-28,63,278842170.0,1826.7920634920633,148,225162.94594594595
2026-04-29,50,215228751.0,1572.19,146,203000.698630137
2026-04-30,58,229712859.0,1705.1637931034484,159,218834.8679245283
2026-05-01,17,62362504.0,1712.9882352941177,66,193968.62121212122
2026-05-02,28,132636393.0,1799.4750000000001,89,199508.47191011236
2026-05-03,50,247589965.0,1760.03,153,222637.60130718953
2026-05-04,67,442125847.0,1768.5313432835821,140,227539.24285714285
2026-05-05,62,318701078.0,1698.633870967742,131,215956.07633587785
2026-05-06,64,295245420.0,1732.7578125,148,227896.22972972973
2026-05-07,57,250544923.0,1663.005263157895,134,231390.55970149254
2026-05-08,15,78881271.0,1667.02,48,237231.9375
2026-05-09,27,91246183.0,1486.4518518518516,70,213765.12857142856
2026-05-10,54,255729761.0,1621.5444444444443,154,227751.3831168831
2026-05-11,61,318437513.0,1669.0606557377048,144,204414.95138888888
2026-05-12,47,212109377.0,1772.6872340425532,146,223149.94520547945
2026-05-13,54,234031176.0,1630.8648148148147,156,253826.9871794872
2026-05-14,54,258221655.0,1812.8481481481483,126,186815.54761904763
2026-05-15,21,83644157.0,1746.209523809524,54,214484.2962962963
2026-05-16,24,148090045.0,1670.8333333333333,56,225815.9642857143
2026-05-17,50,283042880.0,1849.546,142,204059.94366197183
2026-05-18,61,213926070.0,1679.7590163934426,145,228251.59310344828
2026-05-19,54,282998621.0,1864.1148148148147,127,208585.7716535433
2026-05-20,60,317926471.0,1733.2633333333333,140,229133.95
2026-05-21,47,260516567.0,2149.6127659574468,128,210996.875
2026-05-22,17,77916813.0,1812.5352941176473,44,270461.70454545453
2026-05-23,21,124057990.0,1835.5047619047618,55,203431.85454545455
2026-05-24,57,300978966.0,1627.9315789473683,138,231901.92028985507
2026-05-25,52,361095324.0,1838.6365384615385,142,230564.7605633803
2026-05-26,51,249791388.0,1779.992156862745,128,217633.171875
2026-05-27,55,283460719.0,1746.5018181818182,127,236656.51181102364
2026-05-28,48,236801149.0,1980.1479166666668,133,204365.63909774437
2026-05-29,12,105023282.0,1884.825,43,219607.11627906977
2026-05-30,27,208268714.0,1615.6370370370369,45,272502.6222222222
2026-05-31,44,230457335.0,1757.390909090909,131,251159.93893129771
2026-06-01,53,261025277.0,1832.0830188679245,135,210068.25925925927
2026-06-02,61,293538373.0,1686.6114754098362,112,215277.3392857143
2026-06-03,51,255841612.0,1783.2196078431373,132,232393.03787878787
2026-06-04,35,162683475.0,1614.9485714285713,126,217492.84126984127
2026-06-05,25,127534520.0,1598.096,34,260820.5588235294
2026-06-06,24,97430002.0,1855.0791666666667,54,204780.40740740742
2026-06-07,60,256107823.0,1750.9399999999998,137,226682.21167883213
2026-06-08,40,212439713.0,1847.935,116,225170.6896551724
2026-06-09,65,276547366.0,1779.7061538461537,116,234882.05172413794
2026-06-10,49,210859569.0,1744.0591836734693,110,218034.22727272726
2026-06-11,58,269174991.0,1855.8189655172414,124,222501.7983870968
2026-06-12,15,125648614.0,1895.2,40,207095.175
2026-06-13,19,104594777.0,1598.2736842105264,43,207472.06976744186
2026-06-14,31,167317585.0,1659.4580645161288,131,225178.96946564884
2026-06-15,59,329257389.0,1739.7050847457629,123,232183.38211382114
2026-06-16,53,266895863.0,1769.698113207547,118,224261.12711864407
2026-06-17,53,225014684.0,1774.9226415094338,116,211138.8275862069
2026-06-18,51,233753096.0,1713.3999999999999,108,221108.2962962963
2026-06-19,13,75274175.0,1926.107692307692,40,192607.2
2026-06-20,18,65838728.0,1524.7666666666667,45,217063.11111111112
2026-06-21,39,198948415.0,1929.2615384615383,113,211934.1946902655
2026-06-22,52,282283318.0,1650.7057692307692,104,236930.32692307694
2026-06-23,41,200003129.0,1702.1341463414635,127,216703.96062992126
2026-06-24,56,253132374.0,1596.1625000000001,114,226767.61403508772
2026-06-25,52,305925645.0,1791.2192307692308,110,212581.2
2026-06-26,10,35336079.0,1989.8700000000001,33,219099.39393939395
2026-06-27,21,170441246.0,2138.404761904762,66,223853.36363636365
2026-06-28,34,167370581.0,1728.4941176470588,113,225594.7610619469
2026-06-29,53,250538787.0,1829.4509433962262,135,247488.03703703705
2026-06-30,42,172621416.0,1864.290476190476,128,241895.9609375
2026-07-01,54,254359033.0,1685.012962962963,107,223074.13084112148
2026-07-02,36,185092209.0,1727.802777777778,118,213959.25423728814
2026-07-03,17,108457627.0,1674.0176470588235,59,249172.54237288135
2026-07-04,24,83400204.0,1579.4083333333335,46,231633.19565217392
2026-07-05,46,246119846.0,1969.6652173913044,116,215306.68103448275
2026-07-06,39,186885849.0,1772.923076923077,128,218019.4921875
2026-07-07,58,222284772.0,1702.1086206896553,148,235103.39864864864
2026-07-08,48,245356200.0,1744.9854166666667,124,219791.3064516129
2026-07-09,50,299631928.0,1692.4660000000001,104,232404.35576923078
2026-07-10,21,68948818.0,1817.3285714285714,44,185293.88636363635
2026-07-11,18,73353436.0,1557.7944444444445,48,209605.16666666666
2026-07-12,41,171389334.0,1722.0365853658536,100,211155.0
2026-07-13,45,249308252.0,1653.7644444444443,122,226271.15573770492
2026-07-14,33,170482871.0,1794.3303030303032,124,201370.21774193548
2026-07-15,51,200752707.0,1661.080392156863,132,244083.07575757575
2026-07-16,43,170911463.0,1647.7744186046511,104,216994.09615384616
2026-07-17,15,39857439.0,1519.0,38,212134.76315789475
2026-07-18,17,88811005.0,1570.129411764706,53,219261.96226415093
2026-07-19,63,403037208.0,1966.1793650793652,113,232044.83185840707
2026-07-20,45,293910461.0,1602.2800000000002,108,227282.10185185185
2026-07-21,45,236899275.0,1921.8311111111109,123,204248.0162601626
2026-07-22,45,233761470.0,1799.3911111111113,117,255536.84615384616
2026-07-23,57,359798295.0,2079.4105263157894,108,200821.17592592593
2026-07-24,14,59137392.0,1815.6785714285713,32,181427.875
2026-07-25,22,78543972.0,1845.0454545454545,69,185078.4492753623
2026-07-26,39,180140016.0,1899.5102564102563,120,211660.74166666667
2026-07-27,54,266091133.0,1670.5703703703705,125,203594.888
2026-07-28,43,184949590.0,1533.2,138,211855.84057971014
2026-07-29,51,307348279.0,1922.6019607843136,138,205541.80434782608
2026-07-30,51,244868610.0,1996.178431372549,105,234433.62857142856
2026-07-31,15,66268572.0,1371.5466666666666,46,241601.26086956522
2026-08-01,12,107590240.0,2232.4166666666665,66,269074.19696969696
2026-08-02,39,163449526.0,1840.220512820513,115,235061.6
2026-08-03,46,198775961.0,1938.2695652173911,132,209167.65151515152
2026-08-04,44,200695289.0,1800.8795454545455,113,227009.796460177
2026-08-05,45,288092145.0,1873.0777777777778,131,237775.79389312977
2026-08-06,50,191077924.0,1716.766,112,233363.41964285713
2026-08-07,16,53878821.0,1531.25,50,233835.04
2026-08-08,23,99457479.0,1830.9217391304346,68,231306.6911764706
2026-08-09,51,318575904.0,2161.4686274509804,125,208552.064
2026-08-10,43,177325429.0,1739.3906976744186,137,236445.0291970803
2026-08-11,56,301185207.0,1651.0660714285714,120,223568.7
2026-08-12,51,290949756.0,2078.235294117647,112,267311.58035714284
2026-08-13,37,213353049.0,1654.6,121,229983.85950413224
2026-08-14,23,182449947.0,1860.0260869565216,38,214452.73684210525
2026-08-15,20,120087190.0,1604.77,49,228799.5918367347
2026-08-16,47,281043684.0,1940.527659574468,119,223052.06722689077
2026-08-17,59,234667871.0,1809.5610169491526,106,205617.04716981133
2026-08-18,40,230421277.0,2009.4525,104,217383.82692307694
2026-08-19,48,294644374.0,1835.5041666666666,110,222082.80909090908
2026-08-20,53,310891117.0,1962.1037735849056,108,242056.65740740742
2026-08-21,15,89439827.0,1820.5600000000002,46,252755.3260869565
2026-08-22,21,88730019.0,1650.142857142857,50,208035.56
2026-08-23,67,325785902.0,1711.7820895522386,132,205438.60606060605
2026-08-24,41,161788972.0,1875.131707317073,123,198652.0894308943
2026-08-25,54,236040674.0,1662.1685185185186,118,200196.14406779662
2026-08-26,49,277552773.0,1869.6346938775512,141,204336.41134751774
2026-08-27,50,269304753.0,1663.37,144,227070.11805555556
2026-08-28,16,115127666.0,1740.69375,48,232338.39583333334
2026-08-29,26,191191168.0,1726.5153846153846,54,214317.0185185185
2026-08-30,44,223736743.0,1887.6340909090907,127,221965.09448818897
2026-08-31,37,122859057.0,1506.0486486486486,143,208709.55244755244
2026-09-01,52,294698204.0,1759.1557692307692,121,217423.0
2026-09-02,41,179033824.0,2000.470731707317,135,225039.95555555556
2026-09-03,56,278221551.0,1671.4446428571428,144,229272.3125
2026-09-04,25,113169281.0,1672.636,44,223371.56818181818
2026-09-05,21,95744740.0,1755.9095238095238,60,230388.76666666666
2026-09-06,44,196866441.0,1677.7204545454545,150,227237.14666666667
