transaction_id,transaction_date,procedure_type,registration_type,area_name,property_type,rooms,size_sqft,price_per_sqft_aed,transaction_value_aed,developer_name
TX1005954,2025-01-02,Sale,Existing Property,DIFC,Land,,7620.5,2679.0,20415310.0,
TX1005955,2025-01-02,Sale,Existing Property,Jumeirah Village Circle,Apartment,1.0,710.6,960.7,682701.0,
TX1005956,2025-01-02,Mortgage,Off-Plan Property,Jumeirah Lake Towers,Apartment,2.0,469.4,1194.2,560626.0,Sobha Realty
TX1005957,2025-01-02,Gift,Off-Plan Property,Dubai Marina,Apartment,1.0,2177.1,1768.9,3850984.0,Emaar Properties
TX1005958,2025-01-02,Sale,Off-Plan Property,Mirdif,Apartment,4.0,913.4,1041.1,950924.0,Danube Properties
TX1005959,2025-01-02,Sale,Off-Plan Property,Business Bay,Apartment,2.0,1235.0,1657.3,2046784.0,Sobha Realty
TX1005960,2025-01-02,Sale,Existing Property,Deira,Apartment,1.0,733.3,964.8,707477.0,
TX1005961,2025-01-02,Sale,Off-Plan Property,Dubai Marina,Apartment,1.0,1475.1,1981.0,2922098.0,Dubai Properties
TX1005962,2025-01-02,Mortgage,Off-Plan Property,Dubai Marina,Villa,2.0,5792.2,1963.7,11373850.0,Emaar Properties
TX1005963,2025-01-02,Sale,Existing Property,Dubai Silicon Oasis,Apartment,1.0,692.3,897.1,621008.0,
TX1005964,2025-01-02,Sale,Existing Property,Jumeirah Lake Towers,Apartment,1.0,1400.3,1355.7,1898374.0,
TX1005965,2025-01-02,Sale,Off-Plan Property,Dubai Hills Estate,Land,,5627.2,1831.6,10306815.0,Azizi Developments
TX1005966,2025-01-02,Sale,Off-Plan Property,Downtown Dubai,Apartment,1.0,553.6,2705.8,1498016.0,Damac Properties
TX1005967,2025-01-02,Sale,Off-Plan Property,Downtown Dubai,Land,,5339.2,2872.8,15338517.0,Binghatti Developers
TX1005968,2025-01-02,Sale,Existing Property,Mirdif,Land,,8639.7,940.1,8121927.0,
TX1005969,2025-01-02,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,5.0,1160.5,1335.4,1549767.0,Meraas
TX1005970,2025-01-03,Sale,Existing Property,Jumeirah Lake Towers,Land,,8595.8,1421.1,12215202.0,
TX1005971,2025-01-03,Sale,Existing Property,Dubai Sports City,Land,,14488.4,1049.0,15198221.0,
TX1005972,2025-01-03,Sale,Existing Property,Palm Jumeirah,Apartment,2.0,1244.0,2506.5,3118163.0,
TX1005973,2025-01-03,Sale,Off-Plan Property,Palm Jumeirah,Apartment,1.0,2013.0,2971.8,5982335.0,Danube Properties
TX1005974,2025-01-03,Sale,Off-Plan Property,Al Barsha,Apartment,1.0,1856.2,899.8,1670154.0,Azizi Developments
TX1005975,2025-01-03,Sale,Existing Property,Dubai Marina,Apartment,1.0,1466.2,1851.9,2715348.0,
TX1005976,2025-01-03,Sale,Existing Property,Al Barsha,Land,,10178.2,945.0,9618430.0,
TX1005977,2025-01-03,Sale,Existing Property,Palm Jumeirah,Villa,4.0,4973.5,3641.6,18111667.0,
TX1005978,2025-01-03,Sale,Existing Property,Jumeirah Village Circle,Apartment,3.0,1718.2,1289.9,2216331.0,
TX1005979,2025-01-03,Mortgage,Existing Property,Dubai Silicon Oasis,Townhouse,1.0,4128.9,929.0,3835579.0,
TX1005980,2025-01-03,Sale,Existing Property,Business Bay,Apartment,4.0,651.3,1675.5,1091312.0,
TX1005981,2025-01-03,Sale,Off-Plan Property,Dubai Hills Estate,Townhouse,2.0,1904.1,1248.7,2377703.0,Dubai Properties
TX1005982,2025-01-03,Gift,Off-Plan Property,Dubai Silicon Oasis,Apartment,2.0,1949.2,965.2,1881358.0,Meraas
TX1005983,2025-01-03,Mortgage,Existing Property,Al Barsha,Office,,3451.6,1123.9,3879426.0,
TX1005984,2025-01-03,Sale,Existing Property,Al Furjan,Land,,11069.0,1023.3,11326529.0,
TX1005985,2025-01-03,Mortgage,Off-Plan Property,Downtown Dubai,Apartment,4.0,879.7,2162.2,1902133.0,Nakheel
TX1005986,2025-01-03,Sale,Existing Property,Arabian Ranches,Apartment,2.0,542.5,1382.6,750026.0,
TX1005987,2025-01-03,Mortgage,Off-Plan Property,Downtown Dubai,Apartment,1.0,1659.7,2684.0,4454456.0,Sobha Realty
TX1005988,2025-01-03,Sale,Existing Property,Downtown Dubai,Townhouse,0.0,3465.8,2897.3,10041498.0,
TX1005989,2025-01-03,Sale,Existing Property,Arabian Ranches,Apartment,0.0,847.2,1557.0,1319064.0,
TX1005990,2025-01-03,Mortgage,Existing Property,Palm Jumeirah,Land,,13411.4,3339.0,44780700.0,
TX1005991,2025-01-03,Sale,Off-Plan Property,Business Bay,Office,,1567.8,1378.3,2160941.0,Azizi Developments
TX1005992,2025-01-03,Sale,Existing Property,Mirdif,Apartment,4.0,658.4,1004.6,661468.0,
TX1005993,2025-01-03,Mortgage,Existing Property,Jumeirah Lake Towers,Apartment,2.0,1618.5,1638.4,2651894.0,
TX1005994,2025-01-04,Sale,Existing Property,Dubai Sports City,Apartment,3.0,2041.7,942.0,1923291.0,
TX1005995,2025-01-04,Mortgage,Off-Plan Property,Business Bay,Apartment,2.0,1871.4,1554.4,2908957.0,Emaar Properties
TX1005996,2025-01-04,Sale,Existing Property,Arabian Ranches,Apartment,2.0,1805.6,1557.1,2811520.0,
TX1005997,2025-01-04,Sale,Existing Property,Al Furjan,Office,,3182.0,1051.9,3347167.0,
TX1005998,2025-01-04,Sale,Existing Property,Business Bay,Land,,13619.5,1640.8,22346987.0,
TX1005999,2025-01-04,Mortgage,Existing Property,Palm Jumeirah,Apartment,1.0,1064.7,3354.6,3571597.0,
TX1006000,2025-01-04,Sale,Existing Property,Dubai Sports City,Apartment,2.0,1314.5,1002.6,1318005.0,
TX1006001,2025-01-04,Sale,Off-Plan Property,Dubai Marina,Apartment,2.0,660.1,1791.8,1182849.0,Damac Properties
TX1006002,2025-01-04,Sale,Existing Property,Arabian Ranches,Apartment,2.0,2099.7,1454.1,3053037.0,
TX1006003,2025-01-04,Sale,Existing Property,Dubai Marina,Apartment,1.0,817.7,1884.4,1540857.0,
TX1006004,2025-01-04,Sale,Existing Property,Dubai Hills Estate,Apartment,5.0,2107.9,1948.1,4106338.0,
TX1006005,2025-01-04,Sale,Existing Property,Al Furjan,Apartment,2.0,945.3,1156.0,1092776.0,
TX1006006,2025-01-04,Mortgage,Off-Plan Property,Dubai Hills Estate,Apartment,3.0,1190.0,1586.2,1887534.0,Emaar Properties
TX1006007,2025-01-04,Sale,Off-Plan Property,Al Barsha,Apartment,1.0,1031.2,864.9,891856.0,Ellington Properties
TX1006008,2025-01-04,Mortgage,Existing Property,Dubai Sports City,Land,,11099.3,983.4,10914742.0,
TX1006009,2025-01-04,Mortgage,Off-Plan Property,Dubai Hills Estate,Apartment,4.0,1989.6,1597.2,3177712.0,Sobha Realty
TX1006010,2025-01-04,Sale,Existing Property,DIFC,Land,,8382.8,2821.1,23648782.0,
TX1006011,2025-01-04,Sale,Off-Plan Property,Al Barsha,Apartment,0.0,561.3,891.0,500142.0,Meraas
TX1006012,2025-01-04,Sale,Existing Property,Dubai Silicon Oasis,Apartment,1.0,1328.9,725.3,963858.0,
TX1006013,2025-01-04,Sale,Off-Plan Property,Deira,Villa,3.0,7532.6,857.7,6460734.0,Meraas
TX1006014,2025-01-04,Mortgage,Existing Property,Al Furjan,Land,,8243.3,1279.5,10547681.0,
TX1006015,2025-01-04,Mortgage,Off-Plan Property,Dubai Sports City,Office,,1329.6,1054.0,1401391.0,Sobha Realty
TX1006016,2025-01-04,Sale,Off-Plan Property,Mirdif,Apartment,2.0,1784.4,982.2,1752547.0,Binghatti Developers
TX1006017,2025-01-04,Sale,Existing Property,Dubai Hills Estate,Apartment,1.0,1863.9,1553.5,2895674.0,
TX1006018,2025-01-04,Sale,Existing Property,Business Bay,Apartment,4.0,929.7,1459.0,1356392.0,
TX1006019,2025-01-04,Sale,Off-Plan Property,Business Bay,Apartment,1.0,744.6,1343.0,1000047.0,Nakheel
TX1006020,2025-01-04,Sale,Existing Property,Jumeirah Lake Towers,Apartment,3.0,1040.7,1598.9,1664044.0,
TX1006021,2025-01-04,Mortgage,Off-Plan Property,Dubai Sports City,Office,,2602.0,894.7,2327994.0,Damac Properties
TX1006022,2025-01-05,Sale,Off-Plan Property,DIFC,Apartment,4.0,1570.4,1999.7,3140426.0,Ellington Properties
TX1006023,2025-01-05,Mortgage,Existing Property,Downtown Dubai,Apartment,2.0,600.4,2803.7,1683295.0,
TX1006024,2025-01-05,Mortgage,Off-Plan Property,Al Furjan,Villa,0.0,5139.4,927.1,4764501.0,Danube Properties
TX1006025,2025-01-05,Mortgage,Existing Property,Dubai Sports City,Apartment,3.0,1361.0,988.6,1345556.0,
TX1006026,2025-01-05,Gift,Existing Property,DIFC,Apartment,1.0,1076.9,2162.8,2329144.0,
TX1006027,2025-01-05,Sale,Off-Plan Property,Jumeirah Lake Towers,Villa,1.0,6417.0,1654.6,10617509.0,Sobha Realty
TX1006028,2025-01-05,Sale,Existing Property,Downtown Dubai,Apartment,1.0,1446.2,2706.2,3913704.0,
TX1006029,2025-01-05,Sale,Existing Property,Dubai Silicon Oasis,Apartment,1.0,1213.2,864.9,1049316.0,
TX1006030,2025-01-05,Mortgage,Existing Property,Al Furjan,Office,,3038.5,1022.9,3108187.0,
TX1006031,2025-01-05,Sale,Off-Plan Property,Deira,Apartment,4.0,530.7,771.2,409334.0,Emaar Properties
TX1006032,2025-01-05,Sale,Existing Property,Al Barsha,Apartment,1.0,1181.2,1159.3,1369462.0,
TX1006033,2025-01-05,Sale,Off-Plan Property,Al Furjan,Apartment,1.0,1907.5,785.0,1497397.0,Ellington Properties
TX1006034,2025-01-05,Sale,Off-Plan Property,DIFC,Apartment,0.0,1470.6,2609.1,3836844.0,Ellington Properties
TX1006035,2025-01-05,Sale,Existing Property,Downtown Dubai,Villa,1.0,3513.1,2734.9,9607982.0,
TX1006036,2025-01-05,Sale,Existing Property,Business Bay,Villa,2.0,7561.0,1549.6,11716359.0,
TX1006037,2025-01-05,Gift,Off-Plan Property,Deira,Villa,1.0,8051.1,735.5,5921329.0,Emaar Properties
TX1006038,2025-01-05,Sale,Off-Plan Property,DIFC,Land,,10177.4,1679.4,17091749.0,Binghatti Developers
TX1006039,2025-01-05,Gift,Existing Property,Palm Jumeirah,Townhouse,3.0,3464.0,2799.0,9695921.0,
TX1006040,2025-01-05,Sale,Existing Property,Business Bay,Apartment,3.0,1645.2,1827.0,3005705.0,
TX1006041,2025-01-05,Sale,Existing Property,DIFC,Villa,2.0,3172.9,2022.0,6415577.0,
TX1006042,2025-01-05,Mortgage,Off-Plan Property,Jumeirah Village Circle,Villa,3.0,5239.0,1037.0,5432852.0,Ellington Properties
TX1006043,2025-01-05,Sale,Existing Property,Dubai Silicon Oasis,Villa,2.0,2645.0,907.0,2399096.0,
TX1006044,2025-01-05,Sale,Off-Plan Property,DIFC,Apartment,2.0,1648.2,2426.0,3998526.0,Azizi Developments
TX1006045,2025-01-05,Mortgage,Existing Property,Palm Jumeirah,Land,,12264.3,4291.2,52629221.0,
TX1006046,2025-01-05,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,1.0,1491.3,1285.8,1917551.0,Damac Properties
TX1006047,2025-01-05,Sale,Existing Property,Business Bay,Townhouse,2.0,3618.3,1488.2,5384691.0,
TX1006048,2025-01-05,Mortgage,Off-Plan Property,Dubai Hills Estate,Apartment,1.0,2064.9,1914.2,3952753.0,Danube Properties
TX1006049,2025-01-05,Sale,Existing Property,Deira,Townhouse,3.0,3102.3,886.5,2750218.0,
TX1006050,2025-01-05,Sale,Existing Property,Dubai Sports City,Apartment,4.0,2196.1,1140.6,2504799.0,
TX1006051,2025-01-05,Sale,Existing Property,Mirdif,Apartment,3.0,1727.4,842.1,1454592.0,
TX1006052,2025-01-05,Sale,Off-Plan Property,Dubai Silicon Oasis,Apartment,3.0,1643.5,998.2,1640540.0,Sobha Realty
TX1006053,2025-01-05,Sale,Off-Plan Property,DIFC,Apartment,1.0,948.0,2667.8,2529102.0,Sobha Realty
TX1006054,2025-01-05,Sale,Existing Property,Al Barsha,Apartment,2.0,1202.2,1293.7,1555346.0,
TX1006055,2025-01-05,Sale,Existing Property,Al Barsha,Villa,1.0,8635.2,1307.7,11292677.0,
TX1006056,2025-01-05,Sale,Existing Property,Deira,Office,,1383.1,934.4,1292413.0,
TX1006057,2025-01-05,Mortgage,Existing Property,Mirdif,Office,,2376.3,1032.8,2454336.0,
TX1006058,2025-01-05,Gift,Off-Plan Property,DIFC,Apartment,2.0,1053.6,2785.4,2934696.0,Sobha Realty
TX1006059,2025-01-05,Mortgage,Existing Property,Al Furjan,Apartment,2.0,1368.2,1023.6,1400513.0,
TX1006060,2025-01-05,Sale,Off-Plan Property,Deira,Office,,4238.5,784.9,3326602.0,Meraas
TX1006061,2025-01-05,Sale,Off-Plan Property,Dubai Silicon Oasis,Land,,2077.3,745.9,1549507.0,Dubai Properties
TX1006062,2025-01-05,Mortgage,Off-Plan Property,Al Furjan,Apartment,2.0,1624.2,1185.5,1925525.0,Binghatti Developers
TX1006063,2025-01-05,Sale,Off-Plan Property,Arabian Ranches,Apartment,2.0,1467.8,1239.9,1819911.0,Meraas
TX1006064,2025-01-05,Sale,Existing Property,DIFC,Apartment,1.0,1169.5,3128.1,3658516.0,
TX1006065,2025-01-05,Sale,Existing Property,Al Barsha,Apartment,2.0,494.7,1198.9,593088.0,
TX1006066,2025-01-05,Sale,Existing Property,Al Barsha,Townhouse,2.0,2662.2,1086.4,2892276.0,
TX1006067,2025-01-05,Mortgage,Existing Property,Palm Jumeirah,Apartment,1.0,1067.8,2999.9,3203303.0,
TX1006068,2025-01-05,Sale,Existing Property,Al Furjan,Villa,2.0,7511.7,1183.6,8890478.0,
TX1006069,2025-01-05,Sale,Off-Plan Property,Al Furjan,Apartment,2.0,1196.6,1111.9,1330492.0,Meraas
TX1006070,2025-01-05,Sale,Existing Property,Dubai Sports City,Apartment,4.0,774.4,984.3,762193.0,
TX1006071,2025-01-05,Mortgage,Off-Plan Property,Jumeirah Village Circle,Villa,2.0,7226.5,1077.3,7785217.0,Ellington Properties
TX1006072,2025-01-05,Sale,Existing Property,Mirdif,Villa,3.0,4209.2,1103.3,4643865.0,
TX1006073,2025-01-05,Sale,Existing Property,Dubai Silicon Oasis,Apartment,2.0,1316.5,954.0,1255976.0,
TX1006074,2025-01-05,Mortgage,Existing Property,Dubai Hills Estate,Apartment,3.0,1108.8,1930.1,2140149.0,
TX1006075,2025-01-05,Mortgage,Existing Property,Dubai Sports City,Apartment,3.0,498.0,1202.0,598649.0,
TX1006076,2025-01-05,Sale,Existing Property,Deira,Land,,9212.0,779.5,7180424.0,
TX1006077,2025-01-05,Sale,Off-Plan Property,Deira,Office,,3420.9,826.0,2825506.0,Azizi Developments
TX1006078,2025-01-05,Mortgage,Off-Plan Property,Jumeirah Lake Towers,Apartment,1.0,1743.7,1537.0,2680034.0,Nakheel
TX1006079,2025-01-05,Mortgage,Existing Property,Business Bay,Land,,14906.3,2083.2,31052992.0,
TX1006080,2025-01-05,Sale,Existing Property,Arabian Ranches,Villa,2.0,8658.2,1407.6,12187656.0,
TX1006081,2025-01-05,Sale,Off-Plan Property,Downtown Dubai,Apartment,2.0,1366.8,2945.4,4025872.0,Dubai Properties
TX1006082,2025-01-05,Sale,Existing Property,Arabian Ranches,Apartment,5.0,1754.1,1610.9,2825715.0,
TX1006083,2025-01-05,Sale,Existing Property,Dubai Silicon Oasis,Office,,806.5,937.1,755833.0,
TX1006084,2025-01-05,Sale,Off-Plan Property,Mirdif,Villa,4.0,3767.1,864.0,3254567.0,Emaar Properties
TX1006085,2025-01-05,Sale,Off-Plan Property,Palm Jumeirah,Land,,8593.5,2759.3,23712325.0,Azizi Developments
TX1006086,2025-01-06,Sale,Existing Property,Dubai Sports City,Apartment,1.0,719.1,927.4,666875.0,
TX1006087,2025-01-06,Sale,Existing Property,Dubai Silicon Oasis,Apartment,1.0,593.8,958.5,569203.0,
TX1006088,2025-01-06,Sale,Off-Plan Property,Dubai Hills Estate,Land,,7305.0,1148.4,8388902.0,Meraas
TX1006089,2025-01-06,Sale,Off-Plan Property,Deira,Apartment,3.0,1553.3,753.3,1170111.0,Nakheel
TX1006090,2025-01-06,Sale,Existing Property,Al Barsha,Apartment,1.0,853.6,1039.9,887674.0,
TX1006091,2025-01-06,Mortgage,Off-Plan Property,Dubai Marina,Apartment,2.0,1227.1,1708.9,2097097.0,Emaar Properties
TX1006092,2025-01-06,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,5.0,1096.9,1251.2,1372468.0,Dubai Properties
TX1006093,2025-01-06,Sale,Existing Property,Dubai Marina,Apartment,2.0,1895.8,2111.4,4002767.0,
TX1006094,2025-01-06,Sale,Off-Plan Property,Deira,Apartment,3.0,1477.8,811.9,1199814.0,Azizi Developments
TX1006095,2025-01-06,Sale,Existing Property,Jumeirah Village Circle,Office,,3298.0,1026.9,3386551.0,
TX1006096,2025-01-06,Mortgage,Existing Property,Arabian Ranches,Apartment,3.0,553.4,1352.3,748403.0,
TX1006097,2025-01-06,Sale,Existing Property,Al Barsha,Land,,6035.4,1301.4,7854474.0,
TX1006098,2025-01-06,Mortgage,Off-Plan Property,Arabian Ranches,Office,,1411.2,1384.2,1953396.0,Ellington Properties
TX1006099,2025-01-06,Sale,Off-Plan Property,Palm Jumeirah,Apartment,3.0,778.5,2780.0,2164239.0,Ellington Properties
TX1006100,2025-01-06,Sale,Off-Plan Property,Dubai Marina,Apartment,3.0,2067.1,1784.0,3687658.0,Emaar Properties
TX1006101,2025-01-06,Sale,Off-Plan Property,Dubai Marina,Apartment,2.0,2002.6,1671.0,3346403.0,Emaar Properties
TX1006102,2025-01-06,Sale,Off-Plan Property,Dubai Silicon Oasis,Land,,4465.7,744.3,3323656.0,Meraas
TX1006103,2025-01-06,Gift,Existing Property,Dubai Marina,Villa,2.0,5731.1,2156.5,12359001.0,
TX1006104,2025-01-06,Mortgage,Existing Property,Al Barsha,Office,,2691.7,1085.8,2922619.0,
TX1006105,2025-01-06,Sale,Existing Property,Jumeirah Village Circle,Land,,7850.4,1090.5,8560810.0,
TX1006106,2025-01-06,Gift,Existing Property,Dubai Silicon Oasis,Apartment,0.0,627.7,942.4,591504.0,
TX1006107,2025-01-06,Sale,Off-Plan Property,DIFC,Land,,10348.0,2135.5,22097840.0,Danube Properties
TX1006108,2025-01-06,Sale,Off-Plan Property,Business Bay,Townhouse,1.0,2197.8,1662.3,3653367.0,Ellington Properties
TX1006109,2025-01-06,Mortgage,Off-Plan Property,Dubai Silicon Oasis,Apartment,4.0,1889.6,882.3,1667076.0,Meraas
TX1006110,2025-01-06,Mortgage,Off-Plan Property,DIFC,Land,,4716.5,2617.7,12346448.0,Danube Properties
TX1006111,2025-01-06,Mortgage,Off-Plan Property,Jumeirah Village Circle,Villa,3.0,5137.0,1218.1,6257483.0,Azizi Developments
TX1006112,2025-01-06,Sale,Off-Plan Property,Al Furjan,Apartment,2.0,1874.5,1238.0,2320671.0,Sobha Realty
TX1006113,2025-01-06,Sale,Off-Plan Property,Arabian Ranches,Apartment,1.0,1759.4,1379.9,2427701.0,Meraas
TX1006114,2025-01-06,Mortgage,Existing Property,Downtown Dubai,Townhouse,2.0,3411.4,2573.4,8778736.0,
TX1006115,2025-01-06,Sale,Existing Property,DIFC,Townhouse,2.0,4445.6,2933.3,13040523.0,
TX1006116,2025-01-06,Mortgage,Off-Plan Property,Arabian Ranches,Apartment,4.0,692.0,1365.2,944725.0,Damac Properties
TX1006117,2025-01-06,Mortgage,Existing Property,Dubai Hills Estate,Apartment,0.0,1006.5,1424.3,1433501.0,
TX1006118,2025-01-06,Mortgage,Off-Plan Property,Arabian Ranches,Apartment,4.0,1906.2,1281.1,2442106.0,Damac Properties
TX1006119,2025-01-06,Sale,Off-Plan Property,Mirdif,Apartment,2.0,982.7,977.3,960327.0,Damac Properties
TX1006120,2025-01-06,Sale,Off-Plan Property,Dubai Hills Estate,Villa,4.0,3158.7,1724.5,5447234.0,Nakheel
TX1006121,2025-01-06,Sale,Existing Property,Dubai Silicon Oasis,Office,,3931.5,951.0,3738734.0,
TX1006122,2025-01-06,Sale,Existing Property,Al Furjan,Apartment,4.0,1482.3,1137.4,1685981.0,
TX1006123,2025-01-06,Sale,Off-Plan Property,Deira,Apartment,1.0,1904.1,988.7,1882609.0,Binghatti Developers
TX1006124,2025-01-06,Sale,Off-Plan Property,Dubai Sports City,Apartment,2.0,943.3,1005.9,948850.0,Meraas
TX1006125,2025-01-06,Sale,Existing Property,Al Barsha,Land,,3334.4,1281.7,4273682.0,
TX1006126,2025-01-06,Sale,Off-Plan Property,Palm Jumeirah,Apartment,1.0,1043.2,3620.3,3776763.0,Sobha Realty
TX1006127,2025-01-06,Sale,Off-Plan Property,Al Barsha,Apartment,2.0,1238.9,939.7,1164262.0,Danube Properties
TX1006128,2025-01-06,Sale,Existing Property,Dubai Marina,Apartment,1.0,2095.7,1810.3,3793948.0,
TX1006129,2025-01-06,Sale,Existing Property,Jumeirah Village Circle,Apartment,2.0,1835.8,1132.8,2079626.0,
TX1006130,2025-01-06,Sale,Off-Plan Property,Palm Jumeirah,Townhouse,2.0,3857.3,3173.5,12241154.0,Damac Properties
TX1006131,2025-01-06,Sale,Off-Plan Property,Dubai Marina,Apartment,1.0,1779.0,1932.3,3437684.0,Danube Properties
TX1006132,2025-01-06,Sale,Off-Plan Property,Business Bay,Townhouse,3.0,3299.0,1588.3,5239770.0,Meraas
TX1006133,2025-01-06,Sale,Off-Plan Property,Al Furjan,Apartment,1.0,1070.3,945.2,1011730.0,Danube Properties
TX1006134,2025-01-06,Sale,Off-Plan Property,Al Furjan,Apartment,1.0,1511.6,1015.7,1535272.0,Nakheel
TX1006135,2025-01-06,Sale,Existing Property,Dubai Sports City,Villa,2.0,7541.8,1153.8,8701621.0,
TX1006136,2025-01-06,Mortgage,Existing Property,Downtown Dubai,Apartment,2.0,1467.1,2135.7,3133226.0,
TX1006137,2025-01-06,Gift,Off-Plan Property,Mirdif,Apartment,4.0,1931.4,949.5,1833845.0,Nakheel
TX1006138,2025-01-06,Sale,Existing Property,Dubai Hills Estate,Apartment,2.0,1592.5,1917.2,3053063.0,
TX1006139,2025-01-06,Sale,Existing Property,Arabian Ranches,Villa,2.0,6071.4,1445.0,8773352.0,
TX1006140,2025-01-06,Mortgage,Off-Plan Property,Business Bay,Villa,3.0,7136.1,1442.7,10295091.0,Damac Properties
TX1006141,2025-01-06,Sale,Off-Plan Property,Mirdif,Apartment,2.0,1090.8,804.2,877290.0,Dubai Properties
TX1006142,2025-01-06,Sale,Existing Property,Mirdif,Apartment,1.0,1249.3,893.5,1116343.0,
TX1006143,2025-01-06,Sale,Existing Property,Dubai Silicon Oasis,Apartment,0.0,1162.5,939.7,1092459.0,
TX1006144,2025-01-06,Mortgage,Off-Plan Property,Dubai Marina,Townhouse,2.0,2715.5,2103.2,5711079.0,Danube Properties
TX1006145,2025-01-06,Sale,Existing Property,Arabian Ranches,Townhouse,1.0,3081.7,1231.0,3793647.0,
TX1006146,2025-01-06,Sale,Existing Property,Jumeirah Village Circle,Apartment,3.0,1483.3,1183.9,1755983.0,
TX1006147,2025-01-06,Mortgage,Off-Plan Property,Dubai Sports City,Office,,1473.4,1008.5,1485860.0,Binghatti Developers
TX1006148,2025-01-06,Sale,Off-Plan Property,DIFC,Apartment,4.0,1854.3,2553.4,4734706.0,Danube Properties
TX1006149,2025-01-06,Mortgage,Existing Property,Mirdif,Apartment,2.0,705.0,837.3,590305.0,
TX1006150,2025-01-06,Mortgage,Off-Plan Property,Al Furjan,Apartment,1.0,1323.2,1000.1,1323384.0,Nakheel
TX1006151,2025-01-06,Mortgage,Existing Property,Deira,Townhouse,0.0,2883.4,900.0,2594963.0,
TX1006152,2025-01-06,Sale,Existing Property,Jumeirah Village Circle,Apartment,2.0,1726.8,1247.5,2154200.0,
TX1006153,2025-01-06,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,1.0,1716.0,1639.8,2813913.0,Ellington Properties
TX1006154,2025-01-06,Sale,Existing Property,Dubai Silicon Oasis,Land,,12632.2,823.8,10406142.0,
TX1006155,2025-01-06,Sale,Off-Plan Property,Jumeirah Lake Towers,Land,,9678.0,1263.0,12222988.0,Nakheel
TX1006156,2025-01-06,Sale,Existing Property,Dubai Sports City,Townhouse,4.0,1938.4,1137.8,2205587.0,
TX1006157,2025-01-07,Sale,Off-Plan Property,Business Bay,Land,,13223.3,1654.9,21882713.0,Dubai Properties
TX1006158,2025-01-07,Sale,Existing Property,Dubai Marina,Apartment,2.0,2158.4,2065.2,4457450.0,
TX1006159,2025-01-07,Sale,Off-Plan Property,Al Furjan,Apartment,2.0,1714.0,1011.1,1733046.0,Sobha Realty
TX1006160,2025-01-07,Mortgage,Existing Property,Arabian Ranches,Townhouse,0.0,3379.9,1438.1,4860614.0,
TX1006161,2025-01-07,Sale,Existing Property,Dubai Silicon Oasis,Apartment,3.0,1273.7,857.4,1092105.0,
TX1006162,2025-01-07,Sale,Off-Plan Property,Mirdif,Villa,2.0,7392.6,760.4,5621123.0,Emaar Properties
TX1006163,2025-01-07,Mortgage,Existing Property,Deira,Townhouse,2.0,2501.5,813.6,2035092.0,
TX1006164,2025-01-07,Sale,Existing Property,Dubai Marina,Villa,3.0,8317.2,1970.5,16388827.0,
TX1006165,2025-01-07,Sale,Existing Property,DIFC,Apartment,2.0,1201.3,2706.3,3251063.0,
TX1006166,2025-01-07,Mortgage,Existing Property,Al Furjan,Apartment,2.0,820.7,1212.7,995352.0,
TX1006167,2025-01-07,Sale,Existing Property,Jumeirah Village Circle,Land,,6736.7,1049.1,7067757.0,
TX1006168,2025-01-07,Sale,Off-Plan Property,Arabian Ranches,Office,,2226.3,1257.8,2800202.0,Dubai Properties
TX1006169,2025-01-07,Sale,Off-Plan Property,DIFC,Townhouse,1.0,2862.5,1860.2,5324653.0,Binghatti Developers
TX1006170,2025-01-07,Mortgage,Off-Plan Property,Jumeirah Lake Towers,Apartment,2.0,1478.8,1470.5,2174626.0,Binghatti Developers
TX1006171,2025-01-07,Sale,Existing Property,Business Bay,Apartment,1.0,1542.0,1571.8,2423682.0,
TX1006172,2025-01-07,Sale,Existing Property,Downtown Dubai,Villa,3.0,5475.0,2216.3,12134512.0,
TX1006173,2025-01-07,Sale,Off-Plan Property,DIFC,Apartment,4.0,1745.3,2834.3,4946749.0,Nakheel
TX1006174,2025-01-07,Mortgage,Existing Property,Downtown Dubai,Land,,13880.8,2927.9,40641970.0,
TX1006175,2025-01-07,Sale,Existing Property,Arabian Ranches,Land,,13488.3,1389.9,18747001.0,
TX1006176,2025-01-07,Mortgage,Existing Property,Jumeirah Village Circle,Apartment,1.0,1042.1,1072.3,1117492.0,
TX1006177,2025-01-07,Sale,Off-Plan Property,Arabian Ranches,Apartment,2.0,965.7,1388.8,1341223.0,Meraas
TX1006178,2025-01-07,Mortgage,Off-Plan Property,Dubai Sports City,Apartment,2.0,1523.7,910.2,1386772.0,Damac Properties
TX1006179,2025-01-07,Sale,Existing Property,Mirdif,Apartment,5.0,1594.0,929.9,1482253.0,
TX1006180,2025-01-07,Gift,Off-Plan Property,Dubai Silicon Oasis,Apartment,3.0,1464.6,872.4,1277763.0,Binghatti Developers
TX1006181,2025-01-07,Sale,Existing Property,Dubai Hills Estate,Villa,1.0,6769.5,1903.0,12882098.0,
TX1006182,2025-01-07,Sale,Existing Property,DIFC,Apartment,5.0,736.5,3042.8,2241047.0,
TX1006183,2025-01-07,Mortgage,Existing Property,Business Bay,Apartment,1.0,1074.8,1368.2,1470511.0,
